序号,题名,作者,来源,发表时间,数据库,被引,下载
233,信贷约束、信贷需求与农户借贷行为:安徽的经验证据,钟春平 孙焕民 徐长生,金融研究,2010-11-25,期刊,77,1905
234,中国服务贸易国际竞争力的实证研究,陈虹 章国荣,管理世界,2010-10-15,期刊,97,5816
235,国民收入的要素分配:统计数据背后的故事,白重恩 钱震杰,经济研究,2009-03-20,期刊,688,8372
236,经济发展中的劳动收入占比:基于中国产业数据的实证研究,罗长远 张军,中国社会科学,2009-07-10,期刊,388,5221
237,关于宏观审慎监管框架下逆周期政策的探讨,李文泓,金融研究,2009-07-25,期刊,305,5253
238,西部大开发成效与中国区域经济收敛,刘生龙 王亚华 胡鞍钢,经济研究,2009-09-20,期刊,202,5872
239,国有股权、税收优惠与公司税负,吴联生,经济研究,2009-10-20,期刊,233,5172
240,产品内国际分工与发展中国家的价值链提升,唐海燕 张会清,经济研究,2009-09-20,期刊,222,4552
241,货币政策与资产价格波动:理论模型与中国的经验分析,周晖 王擎,经济研究,2009-10-20,期刊,154,6498
242,政治联系方式与民营上市公司业绩:“政府干预”抑或“关系”?,杜兴强 郭剑花 雷宇,金融研究,2009-11-25,期刊,222,3068
243,地区差异、薪酬管制与高管腐败,陈信元 陈冬华 万华林 梁上坤,管理世界,2009-11-15,期刊,264,7603
244,出口促进中国企业生产率提高吗?——来自中国本土制造业企业的经验证据:1999～2003,张杰 李勇 刘志彪,管理世界,2009-12-15,期刊,251,4826
245,组织创新氛围对员工创新行为的影响:创新自我效能感的中介作用,顾远东 彭纪生,南开管理评论,2010-02-08,期刊,282,8483
246,还权赋能——成都土地制度改革探索的调查研究,北京大学国家发展研究院综合课题组 周其仁,国际经济评论,2010-03-27,期刊,154,5519
247,大股东控制、政府控制层级与公司价值创造,刘星 安灵,会计研究,2010-01-15,期刊,141,4216
248,经理才能、公司治理与契约参照点——中国上市公司高管薪酬决定因素的理论与实证分析,李维安 刘绪光 陈靖涵,南开管理评论,2010-04-08,期刊,194,5986
249,见证失衡——双顺差、人民币汇率和美元陷阱,余永定,国际经济评论,2010-05-27,期刊,112,4200
250,财务会计计量模式的必然选择:双重计量,葛家澍 窦家春 陈朝琳,会计研究,2010-02-15,期刊,226,7091
251,网络外部性下的电子商务平台竞争与规制——基于双边市场理论的研究,曲振涛 周正 周方召,中国工业经济,2010-04-17,期刊,136,6768
252,董事会结构、公司治理与绩效——基于动态内生性视角的经验证据,郝云宏 周翼翔,中国工业经济,2010-05-17,期刊,115,3188
253,外商直接投资地区间溢出效应研究,钟昌标,经济研究,2010-01-20,期刊,141,4315
254,公允价值计量与管理层薪酬契约,徐经长 曾雪云,会计研究,2010-03-15,期刊,138,5083
255,空心村土地整治潜力调查与评价技术方法——以山东省禹城市为例,朱晓华 陈秧分 刘彦随 张济 李亚云 丁晶晶,地理学报,2010-06-15,期刊,103,3896
256,中国工业环境库兹涅茨曲线分析——基于空间面板模型的经验研究,朱平辉 袁加军 曾五一,中国工业经济,2010-06-17,期刊,117,2791
257,双重公司治理环境、政治联系偏好与公司绩效——基于中国民营上市公司治理转型的研究,李维安 邱艾超 古志辉,中国工业经济,2010-06-17,期刊,102,2941
258,公允价值与当代会计理论反思,任世驰 李继阳,会计研究,2010-04-15,期刊,104,6343
259,公司透明度的决定因素——基于代理理论和信号理论的经验研究,谭劲松 宋顺林 吴立扬,会计研究,2010-04-15,期刊,137,3778
260,区域部门经济增长与能源强度差异收敛分析,齐绍洲 李锴,经济研究,2010-02-20,期刊,81,4059
261,高管薪酬公平性问题研究——基于综合理论分析的量化方法思考,步丹璐 蔡春 叶建明,会计研究,2010-05-15,期刊,121,5974
262,中国高技术产业的国际分工地位研究:基于非竞争型投入占用产出模型的跨国分析,黄先海 杨高举,世界经济,2010-05-10,期刊,119,2107
263,关于我国商业银行资本充足率顺周期性的实证研究,李文泓 罗猛,金融研究,2010-02-25,期刊,189,3780
264,金融系统性风险与宏观审慎监管研究,苗永旺 王亮亮,国际金融研究,2010-08-12,期刊,137,4861
265,国外低碳经济研究综述,尹希果 霍婷,中国人口.资源与环境,2010-09-15,期刊,152,7252
266,中国制造业出口是否存在本土市场效应,邱斌 尹威,世界经济,2010-07-10,期刊,89,1685
267,广州市保障性住房社区居民的居住-就业选择与空间匹配性,周素红 程璐萍 吴志东,地理研究,2010-10-15,期刊,80,2925
268,英、美、中三国会计师事务所组织形式演变研究,黄洁莉,会计研究,2010-07-15,期刊,93,3458
269,定向增发新股与盈余管理——来自中国证券市场的经验证据,章卫东,管理世界,2010-01-15,期刊,306,8580
270,产品市场竞争、公司治理与信息披露质量,伊志宏 姜付秀 秦义虎,管理世界,2010-01-15,期刊,296,8471
271,中国初次收入分配格局的变动与问题——以劳动报酬占GDP份额为视角,张车伟 张士斌,中国人口科学,2010-10-01,期刊,125,2150
272,中国地区农业全要素生产率及其影响因素的空间计量分析——基于1992～2007年省域空间面板数据,王珏 宋文飞 韩先锋,中国农村经济,2010-08-30,期刊,90,3475
273,碳强度约束下中国全要素生产率测算与收敛性研究,孙传旺 刘希颖 林静,金融研究,2010-05-25,期刊,106,2917
274,女性参与高管团队对企业绩效的影响:基于中国民营企业的实证研究,任颋 王峥,南开管理评论,2010-10-08,期刊,113,3795
275,中国为什么缺乏创造性破坏?——基于上市公司特质信息的经验证据,邓可斌 丁重,经济研究,2010-06-20,期刊,65,2791
276,长期均衡、价格倒逼与货币驱动——我国上中下游价格传导机制研究,张成思,经济研究,2010-06-20,期刊,77,2830
277,为什么东部产业不向西部转移:基于空间经济理论的解释,李娅 伏润民,世界经济,2010-08-10,期刊,87,2147
278,环境政策传导机制与中国环保产业发展——基于政府、排污企业与环保企业的博弈研究,原毅军 耿殿贺,中国工业经济,2010-10-17,期刊,80,4023
279,不同生计类型农户的土地利用——三峡库区典型村的实证研究,阎建忠 卓仁贵 谢德体 张镱锂,地理学报,2010-11-15,期刊,88,1549
280,薪酬外部公平性、股权性质与公司业绩,吴联生 林景艺 王亚平,管理世界,2010-03-15,期刊,237,6504
281,宏观审慎监管研究的最新进展:从理论基础到政策工具,王力伟,国际金融研究,2010-11-12,期刊,103,2802
282,公允价值会计涉及的三个层次基本理论问题,郝振平 赵小鹿,会计研究,2010-10-15,期刊,70,3769
283,代工企业转型升级:演进路径的理论模型——基于3家本土企业的案例研究,杨桂菊,管理世界,2010-06-15,期刊,144,6260
284,金融错配、所有制结构与资本回报率:来自1999～2007年我国工业企业的研究,邵挺,金融研究,2010-09-25,期刊,84,2614
285,机构投资者是股市暴涨暴跌的助推器吗?——来自上海A股市场的经验证据,陈国进 张贻军 刘淳,金融研究,2010-11-25,期刊,70,2752
286,中国IPO市场周期:基于投资者情绪与政府择时发行的分析,邵新建 巫和懋 覃家琦 王道平,金融研究,2010-11-25,期刊,58,2847
287,组织中为什么缺乏抑制性进言?,魏昕 张志学,管理世界,2010-10-15,期刊,95,2541
288,中国经济增长方式转换和增长可持续性,王小鲁 樊纲 刘鹏,经济研究,2009-01-20,期刊,916,15970
289,中国农村空心化的地理学研究与整治实践,刘彦随 刘玉 翟荣新,地理学报,2009-10-15,期刊,377,6011
290,融资约束、现金持有与过度投资,王彦超,金融研究,2009-07-25,期刊,427,8797
291,我国本土制造业企业出口决定因素的实证分析,刘志彪 张杰,经济研究,2009-08-20,期刊,175,4814
292,公允价值会计的顺周期效应及其应对策略,黄世忠,会计研究,2009-11-15,期刊,294,5535
293,中国证券分析师的盈余预测行为有效性研究,郭杰 洪洁瑛,经济研究,2009-11-20,期刊,129,4606
294,债务融资成本与民营信贷歧视,李广子 刘力,金融研究,2009-12-25,期刊,206,3636
295,信息透明度、机构投资者与股价同步性,王亚平 刘慧龙 吴联生,金融研究,2009-12-25,期刊,184,4918
296,人民币国际化的含义与条件,高海红 余永定,国际经济评论,2010-01-27,期刊,237,14960
297,中国食品安全监管——基于体制变迁与绩效评估的实证研究,刘鹏,公共管理学报,2010-04-20,期刊,148,6228
298,中国尚未完成之转型中的土地制度改革:挑战与出路,陶然 汪晖,国际经济评论,2010-03-27,期刊,151,4977
299,碳关税争端及其对中国制造业的影响,沈可挺,中国工业经济,2010-01-17,期刊,154,4777
300,内部控制鉴证对会计盈余质量的影响研究——基于沪市A股公司的经验证据,张龙平 王军只 张军,审计研究,2010-03-28,期刊,388,6013
301,中国服务业全要素生产率增长及其收敛分析,刘兴凯 张诚,数量经济技术经济研究,2010-03-05,期刊,123,2447
302,薪酬差距与企业绩效:来自国企上市公司的经验证据,刘春 孙亮,南开管理评论,2010-04-08,期刊,199,4967
303,股票减持过程中的大股东掏空行为研究,吴育辉 吴世农,中国工业经济,2010-05-17,期刊,117,2836
304,我国现代服务业主导产业选择研究,闫星宇 张月友,中国工业经济,2010-06-17,期刊,94,4602
305,影响消费者对可追溯食品额外价格支付意愿与支付水平的主要因素——基于Logistic、Interval Censored的回归分析,吴林海 徐玲玲 王晓莉,中国农村经济,2010-04-30,期刊,150,2993
306,美国金融危机与国际金融垄断资本主义,何秉孟,中国社会科学,2010-03-10,期刊,64,4577
307,利率对房价的影响,况伟大,世界经济,2010-04-10,期刊,129,4126
308,国际生产分割的生产率效应,刘庆林 高越 韩军伟,经济研究,2010-02-20,期刊,93,2308
309,系统性金融风险研究:演进、成因与监管,张晓朴,国际金融研究,2010-07-12,期刊,161,4429
310,中国区域农业生产要素的投入产出弹性测算——基于空间计量经济模型的实证,吴玉鸣,中国农村经济,2010-06-30,期刊,87,3741
311,内部控制报告自愿披露的市场效应——基于股票交易量及股票收益波动率的实证研究,黄寿昌 李芸达 陈圣飞,审计研究,2010-07-28,期刊,170,3272
312,中国经济周期阶段的非线性平滑转换,王成勇 艾春荣,经济研究,2010-03-20,期刊,72,3235
313,外商直接投资、金融发展与地区资本配置效率——来自省级工业行业数据的证据,李青原 赵奇伟 李江冰 江春,金融研究,2010-03-25,期刊,107,3574
314,产业特性、区域特征与中国制造业省区集聚,贺灿飞 朱彦刚 朱晟君,地理学报,2010-10-15,期刊,60,2760
315,从商品主导逻辑到服务主导逻辑——以苹果公司为例,刘林青 雷昊 谭力文,中国工业经济,2010-09-17,期刊,70,3809
316,财政收入垂直分配关系及其均衡增长效应,李永友 沈玉平,中国社会科学,2010-11-10,期刊,39,2524
317,马克思主义危机理论和1975—2008年美国经济的利润率,谢富胜 李安 朱安东,中国社会科学,2010-09-10,期刊,47,2655
318,财务会计信息与IPO抑价,陈胜蓝,金融研究,2010-05-25,期刊,93,3567
319,破解“土地换保障”的困境——基于“资源”视角的社会伦理学分析,郑雄飞,社会学研究,2010-11-20,期刊,40,1984
320,会计师事务所合并对审计质量的影响,曾亚敏 张俊生,审计研究,2010-09-28,期刊,115,4052
321,中国企业管理会计研究框架,潘飞 陈世敏 文东华 王悦,会计研究,2010-10-15,期刊,63,7830
322,农田水利的利益主体及其成本收益分析——以湖北省沙洋县农田水利调查为基础,贺雪峰 郭亮,管理世界,2010-07-15,期刊,104,2808
323,企业异质性、所有制结构与劳动收入份额,周明海 肖文 姚先国,管理世界,2010-10-15,期刊,100,2988
324,民营上市公司,真的面临银行贷款歧视吗?,方军雄,管理世界,2010-11-15,期刊,105,2789
325,中国城市化水平的综合测度及其动力因子分析,陈明星 陆大道 张华,地理学报,2009-04-15,期刊,649,9954
326,管理者过度自信、企业扩张与财务困境,姜付秀 张敏 陆正飞 陈才东,经济研究,2009-01-20,期刊,709,12529
327,智能电网的研究进展及发展趋势,张文亮 刘壮志 王明俊 杨旭升,电网技术,2009-07-05,期刊,869,15166
328,中国民营上市公司制度环境与绩效问题研究,罗党论 唐清泉,经济研究,2009-02-20,期刊,595,7550
329,中国空心化村庄演化特征及其动力机制,龙花楼 李裕瑞 刘彦随,地理学报,2009-10-15,期刊,261,4995
330,中国劳动收入比重下降成因分析——基于劳动节约型技术进步的视角,黄先海 徐圣,经济研究,2009-07-20,期刊,313,4317
331,技术选择、产业结构升级与经济增长,黄茂兴 李军军,经济研究,2009-07-20,期刊,366,11845
332,供应链金融:背景、创新与概念界定,胡跃飞 黄少卿,金融研究,2009-07-18,期刊,291,10634
333,投资者保护与上市公司资本结构,沈艺峰 肖珉 林涛,经济研究,2009-07-20,期刊,209,7952
334,信任、交易成本与商业信用模式,刘凤委 李琳 薛云奎,经济研究,2009-08-20,期刊,186,5209
335,公共教育政策、经济增长与人力资本溢价,郭庆旺 贾俊雪,经济研究,2009-10-20,期刊,112,5751
336,金融资本形成与经济增长,王定祥 李伶俐 冉光和,经济研究,2009-09-20,期刊,125,4880
337,市场结构与我国银行业绩效:假说与检验,徐忠 沈艳 王小康 沈明高,经济研究,2009-10-20,期刊,148,3764
